auth1,booknum,original_publication_year,book_id,work_id,title,work_ratings_count
James Gleick,2,1992.0,6046,191828,Genius: The Life and Science of Richard Feynman,15508
Joan Didion,2,1970.0,5315,4703,Play It as It Lays,18447
Ina Garten,2,2002.0,5745,115767,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,16181
Judy Schachner,2,2006.0,9417,2264278,"Skippyjon Jones in Mummy Trouble (Skippyjon Jones, #3)",11311
Matt Haig,2,2015.0,9505,42923140,Reasons to Stay Alive,14295
Dietrich Bonhoeffer,2,1939.0,7117,168889,Life Together: The Classic Exploration of Christian Community,14093
Peter F. Hamilton,2,1997.0,7446,6519560,"The Neutronium Alchemist (Night's Dawn, #2)",14060
Hampton Sides,2,2014.0,6714,28027377,In the Kingdom of Ice: The Grand and Terrible Polar Voyage of the USS Jeannette,13550
David Wiesner,2,2001.0,7340,133087,The Three Pigs,16385
Brad Thor,2,2003.0,6672,10636,"Path of the Assassin (Scot Harvath, #2)",15324
Clayton M. Christensen,2,2012.0,7028,18907551,How Will You Measure Your Life?,13762
Elizabeth Eulberg,2,2011.0,8780,13225041,Prom and Prejudice,16771
Wendy Mass,2,2006.0,7363,2621692,Jeremy Fink and the Meaning of Life,16317
Richard Branson,2,2011.0,4536,204315,"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way",28791
Sinclair Lewis,2,1922.0,6633,2772467,Babbitt,17437
James M. Cain,2,1936.0,7575,1298177,Double Indemnity,14770
Beth Harbison,2,2008.0,7388,2147319,"Secrets of a Shoe Addict (Shoe Addict, #2)",13066
Leigh Nichols,2,1981.0,7123,2200679,The Eyes of Darkness,14761
Lynsay Sands,2,2004.0,9201,38310,Love Bites (Argeneau #2),19269
Brian Staveley,2,2015.0,7197,39923827,"The Providence of Fire (Chronicle of the Unhewn Throne, #2)",14101
Kerry Patterson,2,2007.0,9375,899306,Influencer: The Power to Change Anything,8696
David Mitchell,2,2001.0,5947,1439,number9dream,16451
Patricia Highsmith,2,1952.0,4338,50983,The Price of Salt,26100
Mary Pope Osborne,2,2002.0,5380,933480,"Dinosaurs Before Dark (Magic Tree House, #1)",23439
Kelly Corrigan,2,2014.0,8346,25096149,Glitter and Glue,11987
Bertrand Russell,2,1945.0,4270,1167354,A History of Western Philosophy,22493
Laurie Faria Stolarz,2,2008.0,6911,2846471,"Deadly Little Secret (Touch, #1)",21162
John Stuart Mill,2,1861.0,6225,1086777,Utilitarianism,15684
Kristan Higgins,2,2013.0,5631,21365435,"The Best Man (Blue Heron, #1)",20977
H.P. Lovecraft,2,1930.0,9780,1324548,Necronomicon: The Best Weird Tales,9520
Brian Azzarello,2,2008.0,3959,3166405,The Joker,23967
Founding Fathers,2,1787.0,5376,86823,The Constitution of the United States of America,19933
Wilbur Smith,2,1993.0,3584,434726,"River God (Ancient Egypt, #1)",27459
Leo Lionni,2,1967.0,6860,1920769,Frédéric,17478
Michael J. Fox,2,2008.0,5593,3275171,Always Looking Up: The Adventures of an Incurable Optimist,18002
Mercer Mayer,2,1975.0,5003,375913,Just for You (Little Critter),22979
Steve Berry,2,2004.0,6192,72565,The Romanov Prophecy,18300
Nina LaCour,2,2014.0,7362,25626888,Everything Leads to You,18734
Seth Godin,2,2005.0,8034,155231,All Marketers Are Liars: The Power of Telling Authentic Stories in a Low-Trust World,9855
Wayne W. Dyer,2,2004.0,3674,2713696,The Power of Intention: Learning to Co-create Your World Your Way,23395
Sarah Vowell,2,2002.0,4418,229722,The Partly Cloudy Patriot,23818
Max Barry,2,2013.0,4321,20077336,Lexicon,24296
Amy Harmon,2,2016.0,8274,49250534,"The Bird and the Sword (The Bird and the Sword Chronicles, #1)",15905
Steven Johnson,2,2010.0,9939,12645873,Where Good Ideas Come From: The Natural History of Innovation,8565
Ann M. Martin,2,2002.0,9069,63141,A Corner of the Universe,12484
Henry James,2,1880.0,7997,3319458,Washington Square,14611
Alessandro Baricco,2,1996.0,5241,116061,Silk,23787
Guy de Maupassant,2,1885.0,5626,2879086,Bel-Ami,20752
Norman Mailer,2,1979.0,6932,838965,The Executioner's Song,15169
Tom Angleberger,2,2011.0,9354,15717191,"Darth Paper Strikes Back (Origami Yoda, #2)",11099
Scott Snyder,2,2011.0,5679,15805031,Batman: The Black Mirror,16366
Laura Lippman,2,2010.0,6946,13896199,I'd Know You Anywhere,17587
Allen Say,2,2011.0,5053,16323867,Drawing from Memory,21140
Matthew Inman,2,2012.0,4511,21523228,How to Tell If Your Cat Is Plotting to Kill You,24479
Hillary Rodham Clinton,2,2013.0,9202,24806264,Hard Choices,9724
Thich Nhat Hanh,2,1990.0,4850,870836,Peace Is Every Step: The Path of Mindfulness in Everyday Life,19516
Sharon Kay Penman,2,1985.0,6425,74826,"Here be Dragons (Welsh Princes, #1)",17444
Stephen Briggs,2,1995.0,6144,34479,Interesting Times: The Play,19230
Linwood Barclay,2,2010.0,8985,6874087,Never Look Away,12736
Carlos Ruiz Zafón,2,1998.0,9654,3104479,"The Midnight Palace (Niebla, #2)",12137
Owen  West,2,1981.0,7354,888386,The Mask,14925
Simon Singh,2,1999.0,6966,1031975,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,15365
Linda Howard,2,1995.0,8883,409872,After the Night,18642
Megan Abbott,2,2014.0,6394,26470722,The Fever,16630
Tessa Dare,2,2014.0,8718,25337669,"Romancing the Duke (Castles Ever After, #1)",17707
Denis Johnson,2,2002.0,8600,2046778,Train Dreams,11357
Lynda Mullaly Hunt,2,2015.0,8059,41828131,Fish in a Tree,16881
Cormac McCarthy,2,1973.0,4319,389945,Child of God,22643
Debbie Macomber,2,2002.0,7473,4083763,"204 Rosewood Lane (Cedar Cove, #2)",15947
Caroline Myss,2,2001.0,6894,183830,Sacred Contracts: Awakening Your Divine Potential,12481
Jon Klassen,2,2012.0,8548,19092692,This is Not My Hat,14941
Cynthia Voigt,2,1982.0,8111,1968913,"Dicey's Song (Tillerman Cycle, #2)",15683
Michel Houellebecq,2,2001.0,7963,2205765,Platform,12071
Chris Anderson,2,2009.0,8736,6329677,Free: The Future of a Radical Price,11472
Danny Gregory,2,2008.0,5208,3288384,"An Illustrated Life: Drawing Inspiration From The Private Sketchbooks Of Artists, Illustrators And Designers",15602
Matthew Reilly,2,1998.0,4681,289833,"Ice Station (Shane Schofield, #1)",22466
Andrea Hirata,2,2006.0,4835,1436777,"Sang Pemimpi (Tetralogi Laskar Pelangi, #2)",13505
The Church of Jesus Christ of Latter-day Saints,2,2004.0,9076,2356840,Preach My Gospel: A Guide To Missionary Service,10194
Larry Correia,2,2010.0,8339,10330042,"Monster Hunter Vendetta (Monster Hunter International, #2)",13379
Robyn Carr,2,2013.0,8022,21762418,"The Wanderer (Thunder Point, #1)",13664
James Rollins,2,2000.0,7722,285324,Excavation,14341
Mary Kay Andrews,2,2004.0,6293,634333,Hissy Fit,18023
R.D. Ronald,2,2012.0,4962,19146744,The Zombie Room,17539
Arina Tanemura,2,2005.0,7531,682496,"The Gentlemen's Alliance †, Vol. 1",13431
Dee Henderson,2,2000.0,4990,276514,"The Negotiator (O'Malley, #1)",21499
Joss Whedon,2,2005.0,9956,32190,"Astonishing X-Men, Volume 2: Dangerous",10006
Douglas Coupland,2,1994.0,8801,2512697,Life After God,10035
Stephen Fry,2,2010.0,6879,13520837,The Fry Chronicles (Memoir #2),15730
Larry McMurtry,2,1975.0,4555,3139048,Terms of Endearment,21782
Pema Chödrön,2,2001.0,9688,183281,The Places That Scare You: A Guide to Fearlessness in Difficult Times,9813
Georgette Heyer,2,1965.0,9812,2128291,Frederica,13926
Evelyn Waugh,2,1937.0,7769,1001166,Scoop,13654
T.C. Boyle,2,2003.0,9036,3159281,Drop City,9982
Pat Barker,2,1995.0,8470,3082366,"The Ghost Road (Regeneration, #3)",12609
Peter Carey,2,2000.0,6042,2134852,True History of the Kelly Gang,15928
Andrew  Smith,2,2014.0,9837,19209831,Grasshopper Jungle,13077
Yoshihiro Togashi,2,1998.0,5339,437777,"Hunter x Hunter, Vol. 01 (Hunter x Hunter, #1)",18401
Clive Cussler,2,1974.0,6589,3132229,"Iceberg (Dirk Pitt, #3)",17357
Michel Foucault,2,1976.0,6820,5991,"The History of Sexuality, Volume 1: An Introduction",13935
Beverly  Lewis,2,2002.0,9760,2710295,"The Covenant (Abram's Daughters, #1)",10882
Dean Koontz,2,1977.0,9890,442738,The Vision,11444
Sara Zarr,2,2008.0,7284,2799404,Sweethearts,17151
Joshua Harris,2,2000.0,6410,266710,Boy Meets Girl: Say Hello to Courtship,14257
Roland Smith,2,2012.0,5622,17076921,"Shatterproof (The 39 Clues: Cahills vs. Vespers, #4)",18169
Lauren Groff,2,2012.0,6105,16823763,Arcadia,16274
Immanuel Kant,2,1785.0,9311,375997,Groundwork of the Metaphysics of Morals,10618
Sarah Jio,2,2012.0,9196,18984429,Blackberry Winter,12704
Jessica Verday,2,2010.0,9338,7461960,"The Haunted (The Hollow, #2)",13480
Milan Kundera,2,1969.0,8456,245284,Life is Elsewhere,11199
James Herbert,2,1975.0,4701,1260691,The Fog,19894
Deborah Rodriguez,2,2011.0,7882,13897390,The Little Coffee Shop of Kabul,12693
Jonathan Harr,2,2005.0,4723,1054249,The Lost Painting,19555
Jen Hatmaker,2,2015.0,6414,43254799,For the Love: Fighting for Grace in a World of Impossible Standards,17427
Susanna Kearsley,2,1997.0,9508,960794,The Shadowy Horses,13938
Ben Mezrich,2,2009.0,8417,6512514,"The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius and Betrayal",11768
Scott  Meyer,2,2014.0,9029,40223686,"Spell or High Water (Magic 2.0, #2)",11734
Elisabeth Elliot,2,1984.0,6469,55040,Passion and Purity: Learning to Bring Your Love Life Under Christ's Control,14346
J.G. Ballard,2,1975.0,6315,2270643,High-Rise,16156
C.G. Jung,2,1964.0,7151,1715933,Man and His Symbols,13625
Richard Paul Evans,2,1998.0,9524,303001,"The Locket (The Locket, #1)",10389
Isa Chandra Moskowitz,2,2007.0,4940,1046261,Veganomicon: The Ultimate Vegan Cookbook,19620
Ben H. Winters,2,2016.0,8672,42751755,Underground Airlines,12434
Greg Bear,2,1987.0,9277,2235106,"The Forge of God (Forge of God, #1)",11294
Lindsey Kelk,2,2011.0,9446,14945405,The Single Girl's To-Do List,10581
Gail Tsukiyama,2,1994.0,5648,1019525,The Samurai's Garden,17774
Peter Shaffer,2,1979.0,7055,1265060,Amadeus,14528
Sherman Alexie,2,1995.0,9533,1781,Reservation Blues,10754
Brian Herbert,2,2000.0,8049,705946,House Harkonnen (Prelude to Dune #2),13027
Thomas Mann,2,1911.0,7309,3458170,Death in Venice and Other Tales,15874
Maggie O'Farrell,2,2009.0,9627,7172565,The Hand That First Held Mine,10741
Matt Ridley,2,1999.0,5027,1987129,Genome: the Autobiography of a Species in 23 Chapters,18917
David Gemmell,2,1985.0,9975,835285,"The King Beyond the Gate (The Drenai Saga, #2)",10307
J.M. Coetzee,2,1983.0,8127,2055648,Life and Times of Michael K,12246
Johanna Lindsey,2,1991.0,8897,1299871,Prisoner of My Desire,13982
Italo Calvino,2,1965.0,8079,865267,Cosmicomics,11623
CLAMP,2,1998.0,7314,6740112,"Cardcaptor Sakura: Master of the Clow, Vol. 1 (Cardcaptor Sakura, #7)",12363
Grant Naylor,2,1990.0,9737,1181789,Better than Life (Red Dwarf #2),10069
Jack Finney,2,1970.0,8306,6887879,"Time and Again (Time, #1)",14384
Cornelius Ryan,2,1974.0,7245,1246930,A Bridge Too Far,14329
Émile Zola,2,1880.0,7090,89633,"Nana (Les Rougon-Macquart, #9)",15562
Maggie Shipstead,2,2014.0,6707,25630049,Astonish Me,13825
Ashwin Sanghi,2,2012.0,6786,21415013,The Krishna Key,12597
Jack Gantos,2,2011.0,7229,14749689,Dead End in Norvelt,16432
Catherine Bybee,2,2012.0,9745,21706071,"Not Quite Dating (Not Quite, #1)",13459
Miriam Toews,2,2014.0,7140,25892986,All My Puny Sorrows,13834
Obert Skye,2,2007.0,8575,1200294,"Leven Thumps and the Eyes of the Want (Leven Thumps, #3)",11530
Stan Berenstain,2,1978.0,9124,2813766,The Berenstain Bears Go to School,14191
Craig Johnson,2,2006.0,9902,229421,"Death Without Company (Walt Longmire, #2)",11174
Jonathan Haidt,2,2012.0,6639,16252969,The Righteous Mind: Why Good People are Divided by Politics and Religion,14886
Robert Crais,2,1996.0,8861,951598,"Sunset Express (Elvis Cole, #6)",11603
Gene Wolfe,2,1994.0,8165,40575,Shadow & Claw (The Book of the New Sun #1-2),12766
Rob Bell,2,2007.0,9176,425815,Sex God: Exploring the Endless Connections between Sexuality and Spirituality,9487
Jacqueline Wilson,2,1995.0,7879,499516,Double Act,13753
Mary Downing Hahn,2,2007.0,8368,528702,Deep and Dark and Dangerous (A Ghost Story),13605
Kathleen E. Woodiwiss,2,1974.0,7671,1331430,The Wolf and the Dove,15105
David  Brooks,2,2015.0,7754,42009504,The Road to Character,12263
Paul O. Zelinsky,2,1997.0,7928,2028676,Rapunzel,14376
Jojo Moyes,2,2007.0,9719,1188617,Silver Bay,12033
Alan Moore,2,1985.0,9601,155647,Superman: Whatever Happened to the Man of Tomorrow?,10501
Roddy Doyle,2,1993.0,6180,2305040,Paddy Clarke Ha Ha Ha,16773
Charlie Higson,2,2009.0,6275,6799539,"The Enemy (The Enemy, #1)",17921
Conn Iggulden,2,2004.0,8194,1558654,"The Death of Kings (Emperor, #2)",12193
Amitav Ghosh,2,2004.0,8015,981525,The Hungry Tide,11085
Steven Pinker,2,1997.0,6220,2085667,How the Mind Works,14467
Ian McEwan,2,1981.0,9961,1084689,The Comfort of Strangers,10431
Sandra Dallas,2,1997.0,8091,4668853,Prayers for Sale,14413
Alice Munro,2,2004.0,6125,2040369,Runaway,15889
Michio Kaku,2,2004.0,6781,33496,"Parallel Worlds: A Journey Through Creation, Higher Dimensions, and the Future of the Cosmos",13385
José Saramago,2,1991.0,5983,2338253,The Gospel According to Jesus Christ,16608
Joshilyn Jackson,2,2006.0,9170,1345521,"Between, Georgia",11873
Peter  May,2,2011.0,9329,17929545,"The Lewis Man (The Lewis Trilogy, #2)",11467
Jennifer L. Holm,2,2014.0,9229,27112723,The Fourteenth Goldfish,13096
J. Maarten Troost,2,2006.0,8789,118014,Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu,10543
Brad Meltzer,2,2004.0,5980,530148,Identity Crisis,17429
Arnaldur Indriðason,2,2001.0,8572,80125,Silence of the Grave (Inspector Erlendur #4),12145
Kathryn Jackson,2,1952.0,9230,1952538,Tawny Scrawny Lion,12632
Louise Erdrich,2,1985.0,9542,159793,The Beet Queen,10865
Anton Chekhov,2,1896.0,9123,6624705,The Complete Short Novels,9738
Peter Clines,2,2015.0,5843,42710963,The Fold,15688
Dorothea Benton Frank,2,2013.0,7582,21856153,The Last Original Wife,13478
Michael Moore,2,2003.0,7292,979931,"Dude, Where's My Country?",13810
Don Winslow,2,2010.0,8092,12548735,Savages,13130
Joseph Boyden,2,2008.0,8690,3521296,Through Black Spruce,11071
Brian Coffey,2,1980.0,9180,888389,The Voice of the Night,13626
George Carlin,2,2001.0,6919,893440,Napalm & Silly Putty,13437
Naguib Mahfouz,2,1959.0,5046,14413597,أولاد حارتنا,16847
Elin Hilderbrand,2,2003.0,6360,661908,Summer People,15792
Richard Ford,2,1995.0,6954,2199385,Independence Day,12877
Martin Amis,2,1991.0,9645,700149,Time's Arrow,10724
Eric S. Nylund,2,2003.0,8177,602356,Halo: First Strike,10548
Charles Stross,2,2004.0,7378,322252,"The Atrocity Archives (Laundry Files, #1)",15790
Jeanette Winterson,2,1989.0,8692,922184,Sexing the Cherry,12017
James Lee Burke,2,1989.0,9871,1509542,"Black Cherry Blues (Dave Robicheaux, #3)",10548
George Saunders,2,2000.0,7008,4225,Pastoralia,13719
Jonathan Tropper,2,2007.0,8405,2948287,How to Talk to a Widower,12018
V.S. Naipaul,2,1979.0,8361,1158939,A Bend in the River,12220
Lorrie Moore,2,2009.0,7066,6252965,A Gate at the Stairs,15214
Alan Dean Foster,2,1979.0,7098,35062,Alien,14259
Ralph Waldo Emerson,2,1856.0,9605,133989,Essays and Poems,11967
Philip Yancey,2,1995.0,5968,1370865,The Jesus I Never Knew,15917
Brian Michael Bendis,2,2006.0,6331,102154,House of M,15636
Drew Karpyshyn,2,2007.0,8291,3341500,"Rule of Two (Star Wars: Darth Bane, #2)",11459
Tim Winton,2,2008.0,8410,1405064,Breath,11357
Martha Stewart,2,2008.0,6626,2182550,Martha Stewart's Cookies: The Very Best Treats to Bake and to Share,14019
Alain de Botton,2,2000.0,7869,14280291,The Consolations of Philosophy,13228
Nancy Thayer,2,2010.0,7665,7255831,Beachcombers,13822
Brandon Stanton,2,2015.0,9842,43618137,Humans of New York: Stories,12852
Saul Bellow,2,1959.0,8188,2222957,Henderson the Rain King,11928
David McCullough,2,1977.0,8721,1025700,"The Path Between the Seas: The Creation of the Panama Canal, 1870-1914",11891
Carl Hiaasen,2,1987.0,9731,817138,Double Whammy,10738
Jennifer McMahon,2,2011.0,9594,14468425,Don't Breathe a Word,12664
Alistair MacLean,2,1963.0,8963,876040,Ice Station Zebra,13174
David Foster Wallace,2,1988.0,8975,867251,Girl With Curious Hair,10005
Mike Lupica,2,2006.0,4907,7577,Heat,16831
Karen   White,2,2015.0,8434,42955463,The Sound of Glass,11571
J.L. Bourne,2,2010.0,9211,8632949,"Beyond Exile (Day by Day Armageddon,# 2)",9976
Mary Hoffman,2,2002.0,9925,3877968,"City of Masks (Stravaganza, #1)",13385
Robert A. Caro,2,1990.0,9997,1084709,"Means of Ascent (The Years of Lyndon Johnson, #2)",12952
Mario Vargas Llosa,2,1977.0,8115,17171130,Aunt Julia and the Scriptwriter,12384
Vladimir Nabokov,2,1953.0,7169,1153252,Pnin,14007
Terry McMillan,2,1992.0,8779,806956,Waiting to Exhale (Waiting To Exhale #1),12299
Danielle Steel,2,1986.0,7684,1912773,The Gift,13114
Paul Theroux,2,2002.0,8666,1832876,Dark Star Safari: Overland from Cairo to Cape Town,10297
Machado de Assis,2,1899.0,7661,1889484,Dom Casmurro,12196
Bisco Hatori,2,2001.0,9730,472487,"Millennium Snow, Vol. 1",11359
Hergé,2,1943.0,9664,1275077,"The Secret of the Unicorn (Tintin, #11)",10820
James Andrew Miller,2,2011.0,8655,14361764,Those Guys Have All the Fun: Inside the World of ESPN,10193
Alan W. Watts,2,1966.0,8907,58910,The Book on the Taboo Against Knowing Who You Are,10587
Ludwig Wittgenstein,2,1953.0,8390,2078450,Philosophical Investigations,10085
Iris Murdoch,2,1978.0,8508,1410491,"The Sea, the Sea",12164
Robert Ludlum,2,1973.0,8631,3351575,The Matlock Paper,11491
Sharon M. Draper,2,2006.0,9867,87264,Copper Sun,10251
Jon Ronson,2,2004.0,9949,819599,The Men Who Stare at Goats,10662
Perry Moore,2,2007.0,8866,2034398,Hero,14568
Jamie Oliver,2,2007.0,8130,1488433,Jamie at Home: Cook Your Way to the Good Life,10787
Gerald N. Lund,2,1992.0,9241,371565,"Truth Will Prevail (The Work and the Glory, #3)",10604
John Irving,2,1974.0,8735,1831615,The 158-Pound Marriage,11189
Steve Perry,2,2000.0,9985,17028947,"Breaking Point (Tom Clancy's Net Force, #4)",7825
William  Boyd,2,2006.0,8950,865487,Restless,11228
Beth Moore,2,2000.0,8451,27340,Praying God's Word: Breaking Free From Spiritual Strongholds,10391
Al Ries,2,1993.0,7866,33525,The 22 Immutable Laws of Marketing: Violate Them at Your Own Risk,10711
Daniel C. Dennett,2,2006.0,8915,598404,Breaking the Spell: Religion as a Natural Phenomenon,9366
David James Duncan,2,1992.0,7401,993612,The Brothers K,11512
Dee Lestari,2,2002.0,7795,6317555,Supernova: Akar,8322
Joel Osteen,2,,9534,2555447,Become a Better You: 7 Keys to Improving Your Life Every Day,8854
Andy Andrews,2,2009.0,9322,6444479,"The Noticer: Sometimes, All a Person Needs Is a Little Perspective",9980
